StnID,Lat,Lon,Elev,State/Province,Name,WMO_ID,Sample_Interval (min),UTC_Offset,POR_Date_Range,PCT_POR_Good,Last_Half_POR,PCT_Last_Half_Good,Last_Qtr_POR,PCT_Last_Qtr_Good
USC00157473,38.3409,-85.2799,259.1,KY,SMITHFIELD 4 S,,15,-5,19480801-20240401, 90.1%,19860601-20240401, 85.5%,20050501-20240401, 87.4%
USC00157622,37.8370,-82.8622,231.6,KY,STAFFORDSVILLE 2 NW,,15,-5,19820521-20240416, 63.7%,20030504-20240416, 80.6%,20131024-20240416, 94.1%
USC00157677,36.6736,-84.4791,371.9,KY,STEARNS 2S,,15,-5,19480801-20150504, 76.3%,19811217-20150504, 83.0%,19980825-20150504, 78.4%
USC00157948,38.0144,-85.3713,152.4,KY,TAYLORSVILLE 2SW,,15,-5,20030905-20240415, 56.5%,20131225-20240415, 96.3%,20190219-20240415, 92.8%
USC00158070,36.8136,-85.7080,257.6,KY,TOMPKINSVILLE 9NW,,15,-6,19501201-20151209, 33.0%,19830605-20151209, 53.3%,19990906-20151209, 57.9%
USC00158719,37.8012,-85.1127,263.0,KY,WILLISBURG,,15,-5,19681024-20170814, 69.5%,19930320-20170814, 55.4%,20050601-20170814, 48.5%
USC00158824,37.1852,-86.6335,134.1,KY,WOODBURY,,15,-6,19480801-20240415, 89.5%,19860608-20240415, 83.9%,20050512-20240415, 88.4%
USC00161287,30.9594,-92.1786,24.4,LA,BUNKIE,,15,-6,19770101-20100415, 71.2%,19930823-20100415, 56.8%,20011218-20100415, 30.5%
USC00161411,32.5372,-92.3598,36.6,LA,CALHOUN 2 N,,15,-6,19680410-20240306, 75.1%,19960323-20240306, 56.9%,20100315-20240306, 42.3%
USC00161866,31.7236,-91.5408,22.3,LA,CLAYTON,,15,-6,20040107-20120930, 50.5%,20080519-20120930, 52.8%,20100725-20120930, 40.5%
USC00161899,30.8177,-90.9733,61.0,LA,CLINTON 5 SE,,15,-6,19740701-20170321, 88.4%,19951110-20170321, 83.0%,20060716-20170321, 83.1%
USC00161979,32.1673,-92.1077,25.0,LA,COLUMBIA LOCK,,15,-6,20170218-20240306, 56.6%,20200827-20240306, 62.4%,20220601-20240306, 37.2%
USC00162534,30.0719,-91.0278,9.1,LA,DONALDSONVILLE 4 SW,,15,-6,19880601-20240201, 81.1%,20060402-20240201, 69.7%,20150303-20240201, 69.9%
USC00164030,30.5030,-90.3772,10.7,LA,HAMMOND 5 E,,15,-6,19840101-20190207, 83.4%,20010720-20190207, 72.8%,20100429-20190207, 71.2%
USC00164696,31.6782,-92.1288,43.6,LA,JENA,,15,-6,19860204-20240306, 79.6%,20050219-20240306, 78.6%,20140828-20240306, 93.0%
USC00164700,30.2002,-92.6641,7.6,LA,JENNINGS,,15,-6,19700301-20100501, 76.6%,19900331-20100501, 71.7%,20000415-20100501, 47.1%
USC00164739,31.4825,-91.8627,21.3,LA,JONESVILLE LOCKS,,15,-6,19720406-20231201, 82.5%,19980202-20231201, 78.0%,20110101-20231201, 83.1%
USC00165021,30.2191,-92.0650,7.6,LA,LAFAYETTE,,15,-6,19520310-20100603, 86.0%,19810421-20100603, 73.9%,19951111-20100603, 54.0%
USC00165287,31.0516,-93.2788,79.2,LA,LEESVILLE 6 SSW,,15,-6,19940803-20100525, 49.5%,20020629-20100525, 13.7%,20060611-20100525,  4.1%
USC00165620,30.3644,-91.1672,6.4,LA,LSU BEN-HUR FARM,,15,-6,19820501-20130123, 76.4%,19970911-20130123, 67.8%,20050518-20130123, 39.7%
USC00165874,32.0712,-93.7588,98.1,LA,MANSFIELD 4 NW,,15,-6,19961001-20210323, 59.5%,20081226-20210323, 41.1%,20150208-20210323, 43.9%
USC00166244,32.6052,-93.2947,56.4,LA,MINDEN,,15,-6,19640305-20211026, 86.1%,19921230-20211026, 80.5%,20070529-20211026, 74.2%
USC00166314,32.4935,-92.0319,21.3,LA,MONROE DELTA CC,,15,-6,19770705-20091027, 88.7%,19930831-20091027, 84.4%,20010928-20091027, 74.7%
USC00166394,29.6833,-91.1761,1.5,LA,MORGAN CITY,,15,-6,19471001-20100618, 83.1%,19790208-20100618, 69.8%,19941013-20100618, 50.0%
USC00166582,31.7722,-93.0955,39.6,LA,NATCHITOCHES,,15,-6,19680701-20080530, 89.1%,19880615-20080530, 83.9%,19980607-20080530, 83.3%
USC00166584,31.8142,-93.0856,43.0,LA,NATCHITOCHES #2,,15,-6,20081126-20240301, 86.8%,20160714-20240301, 99.5%,20200507-20240301, 99.1%
USW00012930,29.9166,-90.1302,6.1,LA,NEW ORLEANS AUDUBON,,15,-6,19630101-20240122, 85.2%,19930712-20240122, 76.6%,20081016-20240122, 59.5%
USC00167691,32.4936,-91.7486,27.1,LA,RAYVILLE,,15,-6,20060315-20151201, 73.1%,20110122-20151201, 87.5%,20130627-20151201, 96.6%
USC00167738,32.4219,-93.6380,47.2,LA,RED RIVER RESEARCH STATION,,15,-6,19751101-20240301, 86.2%,19991231-20240301, 77.3%,20120130-20240301, 86.0%
USC00168163,31.9497,-91.2336,23.8,LA,ST JOSEPH 3 N,,15,-6,20030401-20130810, 75.0%,20080605-20130810, 66.3%,20110107-20130810, 61.5%
USW00013957,32.4473,-93.8244,69.5,LA,SHREVEPORT AP,72248,15,-6,19471001-20131231, 88.3%,19801115-20131231, 97.7%,19970608-20131231, 95.8%
USC00168444,32.3795,-93.8019,57.3,LA,SHREVEPORT SOUTHERN HILLS,,15,-6,20051213-20240301, 86.7%,20150121-20240301, 99.2%,20190811-20240301, 99.3%
USC00168539,30.2500,-89.7667,3.0,LA,SLIDELL WSFO,,15,-6,19740408-20231225, 74.4%,19990215-20231225, 54.3%,20110721-20231225, 36.2%
USC00168785,32.7025,-92.0813,25.9,LA,STERLINGTON,,15,-6,20051220-20091211, 92.7%,20071216-20091211, 86.6%,20081213-20091211, 86.2%
USC00169013,29.7547,-90.7748,4.6,LA,THIBODAUX 4 SE,,15,-6,20111230-20240201, 41.1%,20180115-20240201, 38.8%,20210123-20240201, 44.5%
USC00169357,31.5652,-91.4332,18.3,LA,VIDALIA NO 2,,15,-6,19521101-20121012, 85.0%,19821022-20121012, 74.7%,19971017-20121012, 67.2%
USC00169803,31.9622,-92.6561,48.8,LA,WINNFIELD 3 N,,15,-6,19561114-20240110, 84.5%,19900613-20240110, 73.2%,20070328-20240110, 58.4%
USC00169806,32.0997,-91.7022,24.4,LA,WINNSBORO 5 SSE,,15,-6,19560822-20220503, 87.1%,19890627-20220503, 78.8%,20051129-20220503, 70.0%
USC00170100,44.3738,-68.2591,143.3,ME,ACADIA NATIONAL PARK,,15,-5,19820907-20120704, 86.8%,19970805-20120704, 82.3%,20050118-20120704, 83.9%
USC00170200,47.0886,-69.0250,181.7,ME,ALLAGASH,,15,-5,19750821-20120507, 84.9%,19931228-20120507, 85.4%,20030303-20120507, 81.6%
USC00170273,44.3007,-69.7792,8.8,ME,AUGUSTA,,15,-5,19521001-20181025, 80.1%,19851013-20181025, 80.0%,20020419-20181025, 66.9%
USC00171472,46.6109,-69.5231,304.8,ME,CLAYTON LAKE,,15,-5,19480501-20110601, 84.7%,19791115-20110601, 73.9%,19950823-20110601, 66.9%
USC00172048,43.9996,-70.0963,42.7,ME,DURHAM,,15,-5,20221030-20240419, 97.4%,20230725-20240419, 99.6%,20231206-20240419, 99.3%
USC00172878,47.2386,-68.6120,185.9,ME,FORT KENT,,15,-5,19531016-20240403, 86.2%,19890108-20240403, 93.8%,20060821-20240403, 94.3%
USC00173250,46.1412,-68.7906,201.2,ME,GRAND LAKE MATAGAMON,,15,-5,19750911-20240402, 88.3%,19991222-20240402, 86.9%,20120211-20240402, 98.0%
USC00173261,45.1776,-67.7742,88.4,ME,GRAND LAKE STREAM,,15,-5,19480501-20240401, 87.6%,19860416-20240401, 89.7%,20050408-20240401, 87.7%
USC00173295,43.8925,-70.2544,115.2,ME,GRAY,74389,15,-5,20201121-20240417,100.0%,20220804-20240417, 99.8%,20230611-20240417, 99.7%
USC00173862,43.6476,-70.6750,92.7,ME,HOLLIS,,15,-5,20201007-20240402, 99.5%,20220705-20240402, 99.5%,20230519-20240402, 99.4%
USC00173944,46.2061,-67.8418,118.9,ME,HOULTON 5N,,15,-5,19850701-20150501, 92.6%,20000531-20150501, 91.6%,20071115-20150501, 99.3%
USC00174086,45.6260,-70.2460,370.0,ME,JACKMAN,,15,-5,19750923-20190619, 84.4%,19970805-20190619, 85.2%,20080712-20190619, 94.1%
USC00175285,44.5389,-67.8801,8.5,ME,MILBRIDGE,,15,-5,20100524-20240401, 97.6%,20170427-20240401, 96.5%,20201013-20240401, 96.8%
USC00175347,45.2563,-69.0101,128.0,ME,MILO,,15,-5,19750910-20120504, 91.7%,19940106-20120504, 93.0%,20030306-20120504, 91.5%
USC00176435,44.8785,-68.6688,17.7,ME,ORONO 2,,15,-5,19540801-20240401, 89.3%,19890601-20240401, 93.6%,20061031-20240401, 95.7%
USC00177255,44.1030,-69.1157,10.7,ME,ROCKLAND,,15,-5,19481201-20180526, 87.8%,19830829-20180526, 84.9%,20010110-20180526, 77.3%
USC00177336,44.4940,-70.6563,192.0,ME,RUMFORD 6SW,,15,-5,20090801-20190621, 92.3%,20140711-20190621, 90.9%,20161230-20190621, 82.0%
USC00177827,44.7638,-69.7194,50.3,ME,SKOWHEGAN,,15,-5,19480501-20181025, 88.0%,19830729-20181025, 80.8%,20010312-20181025, 72.1%
USC00178942,44.8834,-70.8619,446.5,ME,UPPER DAM,,15,-5,20140531-20180830, 96.5%,20160715-20180830, 93.4%,20170807-20180830, 89.2%
USW00013701,39.4716,-76.1697,17.4,MD,ABERDEEN PHILLIPS FLD,,15,-5,19480501-20240401, 43.9%,19860416-20240401, 62.5%,20050408-20240401, 59.9%
USC00180700,39.0302,-76.9315,44.2,MD,BELTSVILLE,,15,-5,19480501-20240301, 91.6%,19860401-20240301, 88.5%,20050316-20240301, 93.4%
USC00185934,39.7194,-76.8027,262.1,MD,MILLERS 4 NE,,15,-5,19880310-20240302, 90.5%,20060306-20240302, 93.9%,20150304-20240302, 96.1%
USC00188065,39.5099,-79.1401,455.7,MD,SAVAGE RIVER DAM,,15,-5,19490601-20220906, 72.1%,19860118-20220906, 56.6%,20040513-20220906, 40.1%
USC00200032,41.9164,-84.0164,231.6,MI,ADRIAN 2 NNE,,15,-5,20220518-20221001, 97.7%,20220725-20221001, 94.0%,20220828-20221001, 97.1%
USC00200089,46.6448,-88.4812,399.3,MI,ALBERTA FORD FOR CENTER,,15,-5,19911101-20240406, 67.5%,20080118-20240406, 86.5%,20160226-20240406, 99.7%
USC00200146,43.3869,-84.6482,221.9,MI,ALMA,,15,-5,20201012-20240401, 87.4%,20220707-20240401, 89.0%,20230520-20240401, 78.6%
USC00200230,42.2981,-83.6639,247.8,MI,ANN ARBOR U OF MICH,,15,-5,19480701-20240401, 94.9%,19860517-20240401, 97.3%,20050424-20240401, 99.8%
USC00200662,44.9758,-85.1980,190.5,MI,BELLAIRE,,15,-5,19480701-20240401, 92.6%,19860517-20240401, 95.1%,20050424-20240401, 99.8%
USC00200766,46.8864,-87.8639,185.3,MI,BIG BAY 8 NW,,15,-5,19610427-20240415, 82.5%,19921020-20240415, 89.0%,20080718-20240415, 98.7%
USC00201088,46.5345,-89.1839,345.9,MI,BRUCE CROSSING,,15,-5,19780814-20240403, 80.8%,20010608-20240403, 83.6%,20121104-20240403, 99.4%
USC00201361,43.5861,-83.1805,212.8,MI,CASS CITY 1 SSW,,15,-5,19921103-20240402, 89.9%,20080718-20240402, 98.9%,20160525-20240402, 99.8%
USC00201486,46.3414,-86.9242,265.2,MI,CHATHAM EXPERIMENT FARM 2,,15,-5,19880802-20240415, 82.1%,20060609-20240415, 96.0%,20150513-20240415, 98.9%
USC00201680,41.9397,-85.0183,289.6,MI,COLDWTR WASTEWTR PLT,,15,-5,19400701-20240402, 74.5%,19820517-20240402, 75.6%,20030425-20240402, 84.0%
USC00201780,47.4679,-87.8671,190.5,MI,COPPER HARBOR FORT WILKINS,,15,-5,19480701-20240416, 76.9%,19860524-20240416, 66.3%,20050505-20240416, 83.3%
USC00202094,45.9983,-83.9013,181.4,MI,DETOUR VILLAGE,,15,-5,19520819-20240402, 90.3%,19880610-20240402, 88.2%,20060507-20240402, 98.0%
USC00202381,45.1518,-85.1324,178.9,MI,EAST JORDAN,,15,-5,20191024-20240401, 93.5%,20220111-20240401, 93.0%,20230220-20240401, 96.7%
USC00202598,46.1280,-85.5696,208.8,MI,ENGADINE MDOT,,15,-5,20140812-20240402, 98.4%,20190607-20240402, 99.9%,20211103-20240402, 99.9%
USW00014824,45.7438,-87.0406,180.1,MI,ESCANABA,,15,-5,19480801-20150622, 73.7%,19820110-20150622, 55.7%,19981001-20150622, 53.7%
USC00202627,45.7181,-87.0939,179.8,MI,ESCANABA #2,,15,-5,20140903-20240405, 97.7%,20190620-20240405, 99.9%,20211111-20240405, 99.9%
USW00014828,43.9758,-84.4908,236.2,MI,GLADWIN,,15,-5,19480701-20240402, 58.7%,19860517-20240402, 92.6%,20050424-20240402, 97.3%
USC00203188,44.5358,-83.7022,272.5,MI,GLENNIE 2SE,,15,-5,20000101-20240401, 72.2%,20120215-20240401, 99.5%,20180309-20240401, 99.9%
USC00203295,43.0618,-86.2044,182.9,MI,GRAND HAVEN WASTEWATER PLANT,,15,-5,19480701-20240411, 89.2%,19860522-20240411, 93.3%,20050501-20240411, 92.2%
USC00203391,44.6454,-84.6992,350.8,MI,GRAYLING,,15,-5,19890801-20240401, 82.4%,20061201-20240401, 96.5%,20150801-20240401, 99.7%
USC00203516,46.2863,-87.4511,337.1,MI,GWINN 1W,,15,-5,19490701-20240415, 87.3%,19861122-20240415, 79.4%,20050803-20240415, 92.4%
USC00203585,43.8322,-82.6427,181.4,MI,HARBOR BEACH 1 SSE,,15,-5,20010601-20240401, 93.0%,20121031-20240401, 98.8%,20180717-20240401, 99.8%
USC00203661,42.6421,-85.2882,250.2,MI,HASTINGS,,15,-5,20000101-20240401, 50.1%,20120215-20240401, 96.8%,20180309-20240401, 97.7%
USC00203947,42.6333,-83.9167,289.9,MI,HOWELL SEWAGE PLANT,,15,-5,19610410-20240411, 91.5%,19921010-20240411, 91.4%,20080711-20240411, 97.2%
USC00204090,45.7858,-88.0841,326.4,MI,IRON MTN-KINGSFORD WWTP,,15,-6,19480701-20240402, 94.5%,19860517-20240402, 95.8%,20050424-20240402, 98.0%
USC00204104,46.4656,-90.1892,435.9,MI,IRONWOOD,,15,-6,20071203-20240405, 93.7%,20160203-20240405, 98.4%,20200305-20240405, 99.7%
USC00204155,42.2884,-84.4236,288.0,MI,JACKSON 3N,,15,-5,19480701-20240201, 85.9%,19860417-20240201, 84.2%,20050310-20240201, 75.7%
USC00204320,43.2036,-85.7776,247.8,MI,KENT CITY 2 SW,,15,-5,19880414-20240301, 77.5%,20060323-20240301, 71.0%,20150312-20240301, 91.5%
USC00204328,46.4863,-88.8916,355.7,MI,KENTON,,15,-5,19500701-20240408, 75.2%,19870520-20240408, 61.4%,20051028-20240408, 82.9%
USC00204502,44.3088,-85.2050,374.9,MI,LAKE CITY EXP FARM,,15,-5,20060901-20240402, 99.6%,20150617-20240402, 99.9%,20191109-20240402, 99.9%
USC00205073,45.9512,-86.2513,182.9,MI,MANISTIQUE WWTP,,15,-5,19921001-20240402, 88.3%,20080702-20240402, 98.5%,20160517-20240402, 99.8%
USW00094850,46.5313,-87.5491,431.3,MI,MARQUETTE WFO,72743,15,-5,19790201-20240415, 84.6%,20010908-20240415, 79.5%,20121226-20240415, 93.3%
USC00205403,46.5353,-88.1095,490.1,MI,MICHIGAMME,,15,-5,20220303-20240401, 99.5%,20230318-20240401, 99.2%,20230924-20240401, 98.4%
USC00205434,43.6088,-84.2011,195.1,MI,MIDLAND,,15,-5,20230403-20240410,100.0%,20231006-20240410, 99.5%,20240107-20240410, 98.9%
USC00205567,43.4610,-86.4177,198.1,MI,MONTAGUE 4 NW,,15,-5,19780614-20240404, 88.1%,20010509-20240404, 91.5%,20121021-20240404, 97.5%
USC00205816,46.3287,-85.5033,270.1,MI,NEWBERRY CORRECTIONAL FACILITY,,15,-5,19510601-20240401, 83.2%,19871031-20240401, 74.6%,20060115-20240401, 69.7%
USC00206215,46.8559,-89.3124,204.5,MI,ONTONAGON,,15,-5,19480901-20240403, 83.1%,19860618-20240403, 80.2%,20050511-20240403, 80.5%
USC00206300,43.0161,-84.1800,222.5,MI,OWOSSO WWTP,,15,-5,19550831-20240401, 85.7%,19891215-20240401, 87.4%,20070207-20240401, 98.7%
USC00207280,43.0128,-84.5547,226.5,MI,SAINT JOHNS,,15,-5,20000101-20240403, 43.3%,20120216-20240403, 86.5%,20180311-20240403, 96.2%
USC00207407,43.9331,-86.2453,203.0,MI,SCOTTVILLE 2SE,,15,-5,20000101-20240401, 53.5%,20120215-20240401, 97.5%,20180309-20240401, 99.9%
USC00207812,46.0555,-88.6275,442.0,MI,STAMBAUGH 2SSE,,15,-6,19921001-20240403, 89.7%,20080702-20240403, 97.9%,20160518-20240403, 99.8%
USC00207828,43.2908,-85.0922,283.5,MI,STANTON,,15,-5,19560618-20231010, 75.2%,19900212-20231010, 74.7%,20061211-20231010, 75.0%
USC00208246,44.7686,-85.5763,184.1,MI,TRAVERSE CITY,,15,-5,19580411-20240401, 93.7%,19910406-20240401, 96.4%,20071003-20240401, 98.3%
USC00208293,46.1796,-85.0311,250.9,MI,TROUT LAKE 1SW,,15,-5,19480701-20140601, 82.6%,19810616-20140601, 76.8%,19971208-20140601, 93.2%
USC00208417,45.1702,-84.4397,275.8,MI,VANDERBILT 11ENE,,15,-5,19480701-20240401, 95.0%,19860517-20240401, 95.1%,20050424-20240401, 99.3%
USC00208443,43.3656,-83.5828,192.0,MI,VASSAR,,15,-5,19770701-20240411, 83.9%,20001120-20240411, 83.1%,20120731-20240411, 99.6%
USC00208680,46.3000,-89.0833,484.9,MI,WATERSMEET FISH HATCHERY,,15,-6,20101004-20240404, 95.8%,20170704-20240404, 98.5%,20201118-20240404, 98.8%
USC00209218,42.2469,-83.6256,240.5,MI,YPSILANTI E MICH U,,15,-5,19480101-20240402, 64.3%,19860215-20240402, 85.2%,20050310-20240402, 92.5%
USC00210075,43.6064,-93.3019,374.9,MN,ALBERT LEA 3SE,,15,-6,19480901-20240401, 21.1%,19860617-20240401, 42.0%,20050509-20240401, 78.7%
USC00210116,45.8966,-95.3657,426.7,MN,ALEXANDRIA WATER TREATMENT PLANT,,15,-6,19711001-20240304, 81.5%,19971217-20240304, 77.9%,20110125-20240304, 95.1%
USC00210157,43.8835,-94.1665,313.9,MN,AMBOY,,15,-6,19480801-20190108, 68.0%,19831020-20190108, 66.2%,20010530-20190108, 85.5%
USC00210746,48.1969,-93.7994,371.9,MN,BIG FALLS,,15,-6,19480801-20240401, 85.9%,19860601-20240401, 83.1%,20050501-20240401, 77.4%
USC00210973,46.2680,-96.5913,292.6,MN,BRECKENRIDGE MN,,15,-6,20000701-20090902, 42.4%,20050131-20090902, 29.7%,20070518-20090902, 34.8%
USC00210974,46.3047,-96.5216,296.0,MN,BRECKENRIDGE 3E,,15,-6,20121023-20230602, 86.8%,20180211-20230602, 92.3%,20201006-20230602, 86.8%
USC00211107,45.1969,-93.8399,302.4,MN,BUFFALO 2NE,,15,-6,19480801-20130514, 87.7%,19801222-20130514, 77.9%,19970303-20130514, 67.4%
USC00211227,45.5565,-93.2348,294.1,MN,CAMBRIDGE,,15,-6,19480801-20240206, 80.2%,19860505-20240206, 72.1%,20050321-20240206, 90.3%
USC00211250,48.6100,-95.1816,392.9,MN,CAMP NORRIS DNR,,15,-6,20010901-20240311, 65.5%,20121205-20240311, 74.7%,20180724-20240311, 70.5%
USC00211263,44.7184,-96.2696,368.8,MN,CANBY,,15,-6,19480801-20240401, 86.3%,19860601-20240401, 85.6%,20050501-20240401, 95.6%
USC00211448,44.8496,-93.5644,288.3,MN,CHANHASSEN WSFO,,15,-6,20130322-20240405, 97.9%,20180928-20240405, 98.2%,20210702-20240405, 99.5%
USC00211630,46.7054,-92.5239,385.6,MN,CLOQUET,,15,-6,20210418-20240408, 85.2%,20221013-20240408, 96.3%,20230711-20240408, 99.6%
USC00212166,44.0317,-92.8691,386.8,MN,DODGE CENTER,,15,-6,19480826-20240407, 84.2%,19860617-20240407, 91.5%,20050512-20240407, 95.4%
USC00212250,46.8368,-92.2108,436.8,MN,DULUTH NWS,,15,-6,20120228-20220919, 79.4%,20170609-20220919, 72.0%,20200129-20220919, 52.6%
USC00212561,47.9056,-91.8283,449.6,MN,ELY,,15,-6,20120623-20240401, 70.7%,20180513-20240401, 62.5%,20210422-20240401, 90.6%
USC00212645,47.4581,-92.5303,440.4,MN,EVELETH WASTE WATER PLANT,,15,-6,19880823-20240104, 87.4%,20060429-20240104, 86.7%,20150302-20240104, 88.9%
USC00212737,44.6660,-93.1756,292.6,MN,FARMINGTON 3NW,,15,-6,20201118-20240405, 78.0%,20220728-20240405, 83.8%,20230601-20240405, 82.6%
USC00212842,46.9728,-92.8700,384.0,MN,FLOODWOOD 3 NE,,15,-6,19861001-20240403, 83.6%,20050702-20240403, 87.2%,20141117-20240403, 88.3%
USC00212916,47.5639,-95.7246,396.2,MN,FOSSTON 1 E,,15,-6,19480801-20230906, 71.8%,19860217-20230906, 57.8%,20041126-20230906, 60.5%
USC00212964,46.7336,-95.7066,427.6,MN,FRAZEE,,15,-6,19480801-20230302, 72.6%,19851115-20230302, 58.3%,20040708-20230302, 61.5%
USC00213170,44.7713,-94.1176,306.3,MN,GLENCOE 2,,15,-6,20151027-20240401, 88.0%,20200113-20240401, 98.0%,20220221-20240401, 99.9%
USC00213202,44.9907,-93.3989,272.8,MN,GOLDEN VALLEY,,15,-6,19630421-20240401, 88.7%,19931010-20240401, 92.3%,20090104-20240401, 94.5%
USC00213296,47.9711,-89.6908,222.5,MN,GRAND PORTAGE,,15,-6,19500701-20240411, 60.0%,19870522-20240411, 58.4%,20051031-20240411, 85.1%
USC00213311,44.8135,-95.5517,283.5,MN,GRANITE FALLS,,15,-6,19480801-20240402, 85.7%,19860602-20240402, 82.5%,20050502-20240402, 93.9%
USC00213411,46.4119,-94.3608,370.3,MN,GULL LAKE DAM,,15,-6,19480801-20240409, 90.1%,19860605-20240409, 83.2%,20050507-20240409, 80.5%
USC00213417,48.1603,-90.8842,443.5,MN,GUNFLINT LAKE 10 NW,,15,-6,19510826-20240401, 75.6%,19871213-20240401, 73.8%,20060205-20240401, 83.8%
USC00213463,47.3522,-96.8332,260.0,MN,HALSTAD,,15,-6,19781011-20230913, 69.1%,20010328-20230913, 65.6%,20120620-20230913, 57.3%
USC00213863,46.4675,-92.3903,315.2,MN,HOLYOKE,,15,-6,19480923-20240408, 83.5%,19860701-20240408, 79.7%,20050520-20240408, 77.6%
USC00213965,44.8978,-94.3719,326.1,MN,HUTCHINSON 2,,15,-6,20100105-20140912, 87.6%,20120509-20140912, 97.4%,20130711-20140912, 99.8%
USC00214306,48.5011,-92.6444,342.0,MN,KETTLE FALLS,,15,-6,20140930-20230822, 53.2%,20190312-20230822, 42.3%,20210601-20230822, 42.3%
USC00214418,43.8657,-91.3100,197.2,MN,LA CRESCENT DAM 7,,15,-6,19691101-20240304, 90.4%,19970101-20240304, 89.9%,20100803-20240304, 97.6%
USC00214453,43.7022,-95.1519,466.3,MN,LAKEFIELD 2NE,,15,-6,19480801-20240402, 90.5%,19860602-20240402, 95.0%,20050502-20240402, 96.1%
USC00214546,44.2395,-95.3152,347.5,MN,LAMBERTON SOUTHWEST RESEARCH AND OUTREACH CENTER,,15,-6,20130407-20240401, 84.8%,20181004-20240401, 96.4%,20210703-20240401, 97.0%
USC00214652,47.2467,-94.2228,396.8,MN,LEECH LAKE,,15,-6,19530301-20240304, 83.2%,19880901-20240304, 80.7%,20060603-20240304, 85.8%
USC00214721,44.4698,-93.9025,253.0,MN,LE SUEUR,,15,-6,19480801-20240412, 89.3%,19860607-20240412, 82.3%,20050510-20240412, 85.3%
USC00214793,46.0039,-94.3450,341.4,MN,LITTLE FALLS 2NNE,,15,-6,19721019-20240401, 79.7%,19980711-20240401, 81.0%,20110522-20240401, 77.1%
USC00214937,43.6658,-96.2022,457.2,MN,LUVERNE,,15,-6,19501001-20240401, 85.3%,19870702-20240401, 88.6%,20051115-20240401, 97.5%
USC00215987,44.4753,-93.1486,271.3,MN,NORTHFIELD 2NNE,,15,-6,19480801-20240401, 91.8%,19860601-20240401, 92.0%,20050501-20240401, 94.9%
USC00216166,46.0677,-93.6666,384.0,MN,ONAMIA RANGER STATION,,15,-6,19480801-20240402, 82.7%,19860602-20240402, 79.9%,20050502-20240402, 89.8%
USC00216211,48.0508,-92.7636,400.8,MN,ORR 3E,,15,-6,20071201-20240401, 90.8%,20160131-20240401, 87.4%,20200301-20240401, 82.9%
USC00216228,46.2154,-96.1780,331.0,MN,ORWELL DAM,,15,-6,19530301-20240402, 75.2%,19880915-20240402, 60.0%,20060624-20240402, 68.1%
USC00216612,47.2508,-93.5861,390.1,MN,POKEGAMA DAM,,15,-6,19480801-20240301, 83.7%,19860517-20240301, 80.9%,20050408-20240301, 78.2%
USC00216787,47.8795,-96.2845,316.4,MN,RED LAKE FALLS,,15,-6,20200922-20240401, 96.5%,20220627-20240401, 94.0%,20230515-20240401, 99.7%
USC00216795,47.8833,-94.9167,-999.9,MN,REDBY,,15,-6,19480801-20230605, 71.4%,19860102-20230605, 58.0%,20040918-20230605, 66.5%
USC00216822,44.6103,-92.6101,206.3,MN,RED WING DAM 3,,15,-6,19480801-20240401, 80.8%,19860601-20240401, 75.1%,20050501-20240401, 88.6%
USC00217184,43.8052,-91.7501,234.7,MN,RUSHFORD,,15,-6,19480801-20240401, 88.2%,19860601-20240401, 83.9%,20050501-20240401, 90.4%
USC00217460,46.7953,-93.3211,376.1,MN,SANDY LAKE DAM LIBBY,,15,-6,19480801-20240401, 86.2%,19860601-20240401, 83.8%,20050501-20240401, 79.7%
USC00217602,43.6500,-94.7000,387.1,MN,SHERBURN 2 E,,15,-6,19480801-20240401, 91.4%,19860601-20240401, 89.7%,20050501-20240401, 90.9%
USC00217907,44.2470,-94.9865,324.9,MN,SPRINGFIELD 1 NW,,15,-6,19480801-20141001, 82.9%,19810831-20141001, 69.5%,19980317-20141001, 69.2%
USC00217917,43.6126,-91.6223,349.0,MN,SPRING GROVE 4N,,15,-6,20020301-20240411, 99.1%,20130321-20240411, 99.8%,20180930-20240411,100.0%
USC00217941,43.6933,-92.3926,388.6,MN,SPRING VALLEY,,15,-6,19480801-20240405, 91.2%,19860603-20240405, 92.7%,20050504-20240405, 92.8%
USC00218235,48.4882,-95.9496,356.0,MN,THIEF LAKE REFUGE,,15,-6,19480801-20240410, 89.6%,19860606-20240410, 88.1%,20050508-20240410, 87.2%
USC00218280,47.5681,-90.8500,207.3,MN,TOFTE RANGER STATION,,15,-6,19480801-20240405, 86.9%,19860603-20240405, 82.2%,20050504-20240405, 86.8%
USC00218323,44.2394,-95.6308,427.6,MN,TRACY,,15,-6,19480801-20240404, 94.4%,19860603-20240404, 92.5%,20050504-20240404, 95.8%
USC00218411,47.2272,-96.2986,318.2,MN,TWIN VALLEY 3 SW,,15,-6,19481201-20160414, 85.3%,19820808-20160414, 76.2%,19990611-20160414, 73.3%
USC00218613,47.2561,-91.7017,510.5,MN,WALES 2E,,15,-6,19480801-20240419, 76.8%,19860610-20240419, 79.8%,20050515-20240419, 80.9%
USC00218618,47.0998,-94.5724,410.3,MN,WALKER,,15,-6,20200918-20231009, 58.2%,20220330-20231009, 18.1%,20230103-20231009,  8.9%
